date,SJC_GOLD_VND,EXRATE_VNDPUSD,GOLD_W_USD,CPI,IR,lGOLD_SJC,lEXRATE,lGOLD_W,lCPI,dlGOLD_SJC,dlEXRATE,dlGOLD_W,dlCPI,dIR,D_covid,D_sbv24
2024-06-01,77000000.0,25438.35,2327.699951171875,129.66867736586948,4.5,18.159315979817958,10.144013156860089,7.752635913591029,4.864982561507766,-0.1391971301601984,0.00018127305784432224,0.0020642715709024984,0.002964226748290777,0.0,1,1
2024-07-01,79000000.0,25363.608695652172,2426.5,130.05361496704077,4.5,18.184958410431296,10.141070697152113,7.794205168845271,4.867946788256057,0.025642430613338263,-0.0029424597079756865,0.04156925525424171,0.002964226748290777,0.0,1,1
2024-08-01,80500000.0,25015.68181818182,2493.800048828125,130.43969530337222,4.5,18.20376774238879,10.127258179924306,7.821562950142294,4.870911015004347,0.018809331957495345,-0.013812517227806964,0.02735778129702293,0.0029642267482898887,0.0,1,1
2024-09-01,83000000.0,24635.571428571428,2616.050048828125,130.8269217672153,4.5,18.234351165760874,10.111946670510605,7.869420844209111,4.873875241752637,0.030583423372082308,-0.015311509413701074,0.04785789406681751,0.002964226748290777,0.0,1,1
2024-10-01,87000000.0,25041.608695652172,2738.300048828125,131.21529776099214,4.5,18.28141867661886,10.128294068184443,7.915092586706181,4.876839468500928,0.04706751085798544,0.016347397673838415,0.04567174249706962,0.002964226748290777,0.0,1,1
2024-11-01,86000000.0,25361.380952380954,2657.0,131.60482669722535,4.5,18.269857854217783,10.140982861026838,7.884952945759814,4.879803695249219,-0.011560822401076365,0.012688792842395102,-0.03013964094636723,0.002964226748290777,0.0,1,1
2024-12-01,87000000.0,25413.363636363636,2734.75,131.99551199856805,4.5,18.28141867661886,10.143030442066017,7.9137953029999,4.882767921997509,0.011560822401076365,0.002047581039178681,0.028842357240086436,0.0029642267482898887,0.0,1,1
2025-01-01,89000000.0,25263.478260869564,2812.5,132.38735709783396,4.5,18.304146927696415,10.137115084796648,7.941829046512676,4.8857321487458,0.02272825107755594,-0.005915357269369537,0.028033743512775544,0.002964226748290777,0.0,1,1
2025-02-01,90500000.0,25423.65,2836.800048828125,132.78036543802747,4.5,18.320860408670153,10.143435122161915,7.950431952532339,4.88869637549409,0.01671348097373837,0.006320037365266984,0.008602906019663514,0.002964226748290777,0.0,1,1
2025-03-01,101800000.0,25529.285714285714,3122.800048828125,133.17454047237402,4.5,18.438520662080695,10.147581531555282,8.046485329882143,4.891660602242381,0.11766025341054132,0.004146409393367634,0.09605337734980424,0.002964226748290777,0.0,1,1
2025-04-01,121300000.0,25874.021739130436,3305.0,133.56988566435035,4.5,18.613777373914278,10.160994722669596,8.103191752285786,4.894624828990672,0.17525671183358327,0.013413191114313605,0.056706422403642875,0.002964226748290777,0.0,1,1
2025-05-01,118200000.0,25965.204545454544,3288.89990234375,133.96640448771495,4.5,18.587888662936273,10.164512633984904,8.098308411655925,4.897589055738962,-0.02588871097800549,0.0035179113153080976,-0.004883340629861621,0.0029642267482898887,0.0,1,1
2025-06-01,119500000.0,26089.45238095238,3291.0499267578125,134.36410042653864,4.5,18.59882692933584,10.169286388295786,8.098961919523438,4.900553282487253,0.010938266399566743,0.004773754310882339,0.00065350786751317,0.002964226748290777,0.0,1,1
2025-07-01,121500000.0,26157.695652173912,3293.199951171875,134.7629769752351,4.5,18.615424820744877,10.171898715000674,8.099615000597316,4.903517509235543,0.016597891409038112,0.0026123267048880905,0.0006530810738780701,0.002964226748290777,0.0,1,1
2025-08-01,130600000.0,26295.333333333332,3473.699951171875,135.1630376385916,4.5,18.687649774806605,10.177146762624341,8.152975573229819,4.906481735983834,0.07222495406172769,0.005248047623666707,0.05336057263250282,0.002964226748290777,0.0,1,1
2025-09-01,136800000.0,26394.636363636364,3840.800048828125,135.56428593179984,4.5,18.734030563152725,10.180916100448908,8.25343596992974,4.909445962732124,0.04638078834612003,0.0037693378245666764,0.1004603966999209,0.0029642267482898887,0.0,1,1
2025-10-01,148400000.0,26346.32608695652,3982.199951171875,135.9667253804868,4.5,18.815421888697553,10.17908411680862,8.28958969711834,4.912410189480415,0.08139132554482842,-0.0018319836402884704,0.03615372718859966,0.002964226748290777,0.0,1,1
2025-11-01,154900000.0,26348.2,4218.2998046875,136.3703595207457,4.5,18.858290305387097,10.179155240440746,8.347187435963644,4.915374416228706,0.042868416689543665,7.112363212691264e-05,0.05759773884530439,0.002964226748290777,0.0,1,1
2025-12-01,159700000.0,26331.5,4325.60009765625,136.7751918991671,4.5,18.88880761318524,10.178521220104281,8.372306160644143,4.918338642976996,0.030517307798142213,-0.0006340203364647579,0.025118724680499582,0.002964226748290777,0.0,1,1
